id	PI3Ksign2_E001006_CD4Tcells_AZ4943_NS_KT_15	PI3Ksign2_E001006_CD4Tcells_AZ4943_S_KT_16	HUGO
ENSG00000108821:073	0	0	COL1A1
ENSG00000108821:074	0	0	COL1A1
ENSG00000108821:075	0	0	COL1A1
ENSG00000108821:076	0	0	COL1A1
ENSG00000108821:077	0	0	COL1A1
ENSG00000108821:078	0	0	COL1A1
ENSG00000108821:079	0	0	COL1A1
ENSG00000108924:001	0	0	HLF
ENSG00000108924:002	0	0	HLF
ENSG00000108924:003	0	0	HLF
ENSG00000108924:004	0	0	HLF
ENSG00000108924:005	0	0	HLF
ENSG00000108924:006	0	0	HLF
ENSG00000108924:007	0	0	HLF
ENSG00000108924:008	0	0	HLF
ENSG00000108924:009	0	0	HLF
ENSG00000108924:010	0	0	HLF
ENSG00000108924:011	0	0	HLF
ENSG00000108924:012	0	0	HLF
ENSG00000108924:013	0	0	HLF
ENSG00000108924:014	0	0	HLF
ENSG00000108924:015	0	0	HLF
ENSG00000108924:016	0	0	HLF
ENSG00000108924:017	0	0	HLF
ENSG00000108924:018	0	0	HLF
ENSG00000108924:019	0	0	HLF
ENSG00000108924:020	0	0	HLF
ENSG00000108924:021	0	0	HLF
ENSG00000108924:022	0	0	HLF
ENSG00000108924:023	0	0	HLF
ENSG00000108924:024	0	0	HLF
ENSG00000108924:025	0	0	HLF
ENSG00000108924:026	0	0	HLF
ENSG00000108924:027	0	0	HLF
ENSG00000108924:028	0	0	HLF
ENSG00000108953:001	0	0	YWHAE
ENSG00000108953:002	0	0	YWHAE
ENSG00000108953:003	0	0	YWHAE
ENSG00000108953:004	0	0	YWHAE
ENSG00000108953:005	0	0	YWHAE
ENSG00000108953:006	0	0	YWHAE
ENSG00000108953:007	0	0	YWHAE
ENSG00000108953:008	0	0	YWHAE
ENSG00000108953:009	0	0	YWHAE
ENSG00000108953:010	0	0	YWHAE
ENSG00000108953:011	0	0	YWHAE
ENSG00000108953:012	0	0	YWHAE
ENSG00000108953:013	0	0	YWHAE
ENSG00000108953:014	0	0	YWHAE
ENSG00000108953:015	0	0	YWHAE
ENSG00000108953:016	0	0	YWHAE
ENSG00000108953:017	0	0	YWHAE
ENSG00000108953:018	0	0	YWHAE
ENSG00000108953:019	0	0	YWHAE
ENSG00000108953:020	0	0	YWHAE
ENSG00000108953:021	0	0	YWHAE
ENSG00000108953:022	0	0	YWHAE
ENSG00000108953:023	0	0	YWHAE
ENSG00000108953:024	0	0	YWHAE
ENSG00000108953:025	0	0	YWHAE
ENSG00000108953:026	0	0	YWHAE
ENSG00000108953:027	0	0	YWHAE
ENSG00000108953:028	0	0	YWHAE
ENSG00000108953:029	0	0	YWHAE
ENSG00000108953:030	0	0	YWHAE
ENSG00000108953:031	0	0	YWHAE
ENSG00000108953:032	0	0	YWHAE
ENSG00000108953:033	0	0	YWHAE
ENSG00000108953:034	0	0	YWHAE
ENSG00000109132:001	0	0	PHOX2B
ENSG00000109132:002	0	0	PHOX2B
ENSG00000109132:003	0	0	PHOX2B
ENSG00000109132:004	0	0	PHOX2B
ENSG00000109132:005	0	0	PHOX2B
ENSG00000109220:001	0	0	CHIC2
ENSG00000109220:002	0	0	CHIC2
ENSG00000109220:003	0	0	CHIC2
ENSG00000109220:004	0	0	CHIC2
ENSG00000109220:005	0	0	CHIC2
ENSG00000109220:006	0	0	CHIC2
ENSG00000109220:007	0	0	CHIC2
ENSG00000109220:008	0	0	CHIC2
ENSG00000109220:009	0	0	CHIC2
ENSG00000109220:010	0	0	CHIC2
ENSG00000109220:011	0	0	CHIC2
ENSG00000109220:012	0	0	CHIC2
ENSG00000109220:013	0	0	CHIC2
ENSG00000109452:001	0	0	INPP4B
ENSG00000109452:002	0	0	INPP4B
ENSG00000109452:003	0	0	INPP4B
ENSG00000109452:004	0	0	INPP4B
ENSG00000109452:005	0	0	INPP4B
ENSG00000109452:006	0	0	INPP4B
ENSG00000109452:007	0	0	INPP4B
ENSG00000109452:008	0	0	INPP4B
ENSG00000109452:009	0	0	INPP4B
ENSG00000109452:010	0	0	INPP4B
ENSG00000109452:011	0	0	INPP4B
ENSG00000109452:012	0	0	INPP4B
ENSG00000109452:013	0	0	INPP4B
ENSG00000109452:014	0	0	INPP4B
ENSG00000109452:015	0	0	INPP4B
ENSG00000109452:016	0	0	INPP4B
ENSG00000109452:017	0	0	INPP4B
ENSG00000109452:018	0	0	INPP4B
ENSG00000109452:019	0	0	INPP4B
ENSG00000109452:020	0	0	INPP4B
ENSG00000109452:021	0	0	INPP4B
ENSG00000109452:022	0	0	INPP4B
ENSG00000109452:023	0	0	INPP4B
ENSG00000109452:024	0	0	INPP4B
ENSG00000109452:025	0	0	INPP4B
ENSG00000109452:026	0	0	INPP4B
ENSG00000109452:027	0	0	INPP4B
ENSG00000109452:028	0	0	INPP4B
ENSG00000109452:029	0	0	INPP4B
ENSG00000109452:030	0	0	INPP4B
ENSG00000109452:031	0	0	INPP4B
ENSG00000109452:032	0	0	INPP4B
ENSG00000109452:033	0	0	INPP4B
ENSG00000109452:034	0	0	INPP4B
ENSG00000109452:035	0	0	INPP4B
ENSG00000109452:036	0	0	INPP4B
ENSG00000109452:037	0	0	INPP4B
ENSG00000109452:038	0	0	INPP4B
ENSG00000109452:039	0	0	INPP4B
ENSG00000109452:040	0	0	INPP4B
ENSG00000109452:041	0	0	INPP4B
ENSG00000109452:042	0	0	INPP4B
ENSG00000109452:043	0	0	INPP4B
ENSG00000109452:044	0	0	INPP4B
ENSG00000109452:045	0	0	INPP4B
ENSG00000109452:046	0	0	INPP4B
ENSG00000109452:047	0	0	INPP4B
ENSG00000109452:048	0	0	INPP4B
ENSG00000109452:049	0	0	INPP4B
ENSG00000109452:050	0	0	INPP4B
ENSG00000109452:051	0	0	INPP4B
ENSG00000109452:052	0	0	INPP4B
ENSG00000109452:053	0	0	INPP4B
ENSG00000109452:054	0	0	INPP4B
ENSG00000109452:055	0	0	INPP4B
ENSG00000109452:056	0	0	INPP4B
ENSG00000109452:057	0	0	INPP4B
ENSG00000109452:058	0	0	INPP4B
ENSG00000109452:059	0	0	INPP4B
ENSG00000109452:060	0	0	INPP4B
ENSG00000109452:061	0	0	INPP4B
ENSG00000109452:062	0	0	INPP4B
ENSG00000109452:063	0	0	INPP4B
ENSG00000109452:064	0	0	INPP4B
ENSG00000109452:065	0	0	INPP4B
ENSG00000109452:066	0	0	INPP4B
ENSG00000109452:067	0	0	INPP4B
ENSG00000109452:068	0	0	INPP4B
ENSG00000109452:069	0	0	INPP4B
ENSG00000109452:070	0	0	INPP4B
ENSG00000109452:071	0	0	INPP4B
ENSG00000109452:072	0	0	INPP4B
ENSG00000109452:073	0	0	INPP4B
ENSG00000109452:074	0	0	INPP4B
ENSG00000109452:075	0	0	INPP4B
ENSG00000109471:001	0	0	IL2
ENSG00000109471:002	0	0	IL2
ENSG00000109471:003	0	0	IL2
ENSG00000109471:004	0	0	IL2
ENSG00000109471:005	0	0	IL2
ENSG00000109471:006	0	0	IL2
ENSG00000109471:007	0	0	IL2
ENSG00000109670:001	0	0	FBXW7
ENSG00000109670:002	0	0	FBXW7
ENSG00000109670:003	0	0	FBXW7
ENSG00000109670:004	0	0	FBXW7
ENSG00000109670:005	0	0	FBXW7
ENSG00000109670:006	0	0	FBXW7
ENSG00000109670:007	0	0	FBXW7
ENSG00000109670:008	0	0	FBXW7
ENSG00000109670:009	0	0	FBXW7
ENSG00000109670:010	0	0	FBXW7
ENSG00000109670:011	0	0	FBXW7
ENSG00000109670:012	0	0	FBXW7
ENSG00000109670:013	0	0	FBXW7
ENSG00000109670:014	0	0	FBXW7
ENSG00000109670:015	0	0	FBXW7
ENSG00000109670:016	0	0	FBXW7
ENSG00000109670:017	0	0	FBXW7
ENSG00000109670:018	0	0	FBXW7
ENSG00000109670:019	0	0	FBXW7
ENSG00000109670:020	0	0	FBXW7
ENSG00000109670:021	0	0	FBXW7
ENSG00000109670:022	0	0	FBXW7
ENSG00000109670:023	0	0	FBXW7
ENSG00000109670:024	0	0	FBXW7
ENSG00000109670:025	0	0	FBXW7
ENSG00000109670:026	0	0	FBXW7
ENSG00000109670:027	0	0	FBXW7
ENSG00000109670:028	0	0	FBXW7
ENSG00000109670:029	0	0	FBXW7
ENSG00000109670:030	0	0	FBXW7
ENSG00000109670:031	0	0	FBXW7
ENSG00000109670:032	0	0	FBXW7
ENSG00000109670:033	0	0	FBXW7
ENSG00000109670:034	0	0	FBXW7
ENSG00000109670:035	0	0	FBXW7
ENSG00000109670:036	0	0	FBXW7
ENSG00000109670:037	0	0	FBXW7
ENSG00000109670:038	0	0	FBXW7
ENSG00000109685:001	0	0	WHSC1
ENSG00000109685:002	0	0	WHSC1
ENSG00000109685:003	0	0	WHSC1
ENSG00000109685:004	0	0	WHSC1
ENSG00000109685:005	0	0	WHSC1
ENSG00000109685:006	0	0	WHSC1
ENSG00000109685:007	0	0	WHSC1
ENSG00000109685:008	0	0	WHSC1
ENSG00000109685:009	0	0	WHSC1
ENSG00000109685:010	0	0	WHSC1
ENSG00000109685:011	0	0	WHSC1
ENSG00000109685:012	0	0	WHSC1
ENSG00000109685:013	0	0	WHSC1
ENSG00000109685:014	0	0	WHSC1
ENSG00000109685:015	0	0	WHSC1
ENSG00000109685:016	0	0	WHSC1
ENSG00000109685:017	0	0	WHSC1
ENSG00000109685:018	0	0	WHSC1
ENSG00000109685:019	0	0	WHSC1
ENSG00000109685:020	0	0	WHSC1
ENSG00000109685:021	0	0	WHSC1
ENSG00000109685:022	0	0	WHSC1
ENSG00000109685:023	0	0	WHSC1
ENSG00000109685:024	0	0	WHSC1
ENSG00000109685:025	0	0	WHSC1
ENSG00000109685:026	0	0	WHSC1
ENSG00000109685:027	0	0	WHSC1
ENSG00000109685:028	0	0	WHSC1
ENSG00000109685:029	0	0	WHSC1
ENSG00000109685:030	0	0	WHSC1
ENSG00000109685:031	0	0	WHSC1
ENSG00000109685:032	0	0	WHSC1
ENSG00000109685:033	0	0	WHSC1
ENSG00000109685:034	0	0	WHSC1
ENSG00000109685:035	0	0	WHSC1
ENSG00000109685:036	0	0	WHSC1
ENSG00000109685:037	0	0	WHSC1
ENSG00000109685:038	0	0	WHSC1
ENSG00000109685:039	0	0	WHSC1
ENSG00000109685:040	0	0	WHSC1
ENSG00000109685:041	0	0	WHSC1
ENSG00000109685:042	0	0	WHSC1
ENSG00000109685:043	0	0	WHSC1
ENSG00000109685:044	0	0	WHSC1
ENSG00000109685:045	0	0	WHSC1
ENSG00000109685:046	0	0	WHSC1
ENSG00000109685:047	0	0	WHSC1
ENSG00000109685:048	0	0	WHSC1
ENSG00000109685:049	0	0	WHSC1
ENSG00000109685:050	0	0	WHSC1
ENSG00000109685:051	0	0	WHSC1
ENSG00000109685:052	0	0	WHSC1
ENSG00000109685:053	0	0	WHSC1
ENSG00000109685:054	0	0	WHSC1
ENSG00000109685:055	0	0	WHSC1
ENSG00000109685:056	0	0	WHSC1
ENSG00000109685:057	0	0	WHSC1
ENSG00000109685:058	0	0	WHSC1
ENSG00000109685:059	0	0	WHSC1
ENSG00000109685:060	0	0	WHSC1
ENSG00000109685:061	0	0	WHSC1
ENSG00000109685:062	0	0	WHSC1
ENSG00000109685:063	0	0	WHSC1
ENSG00000109685:064	0	0	WHSC1
ENSG00000109685:065	0	0	WHSC1
ENSG00000109685:066	0	0	WHSC1
ENSG00000109685:067	0	0	WHSC1
ENSG00000109685:068	0	0	WHSC1
ENSG00000109685:069	0	0	WHSC1
ENSG00000109685:070	0	0	WHSC1
ENSG00000109685:071	0	0	WHSC1
ENSG00000109685:072	0	0	WHSC1
ENSG00000109685:073	0	0	WHSC1
ENSG00000109685:074	0	0	WHSC1
ENSG00000109685:075	0	0	WHSC1
ENSG00000109906:001	0	0	ZBTB16
ENSG00000109906:002	0	0	ZBTB16
ENSG00000109906:003	0	0	ZBTB16
ENSG00000109906:004	0	0	ZBTB16
ENSG00000109906:005	0	0	ZBTB16
ENSG00000109906:006	0	0	ZBTB16
ENSG00000109906:007	0	0	ZBTB16
ENSG00000109906:008	0	0	ZBTB16
ENSG00000109906:009	0	0	ZBTB16
ENSG00000109906:010	0	0	ZBTB16
ENSG00000109906:011	0	0	ZBTB16
ENSG00000109906:012	0	0	ZBTB16
ENSG00000109906:013	0	0	ZBTB16
ENSG00000109906:014	0	0	ZBTB16
ENSG00000109906:015	0	0	ZBTB16
ENSG00000109906:016	0	0	ZBTB16
ENSG00000109906:017	0	0	ZBTB16
ENSG00000109906:018	0	0	ZBTB16
ENSG00000109906:019	0	0	ZBTB16
ENSG00000109906:020	0	0	ZBTB16
ENSG00000109906:021	0	0	ZBTB16
ENSG00000109906:022	0	0	ZBTB16
ENSG00000109906:023	0	0	ZBTB16
ENSG00000109906:024	0	0	ZBTB16
ENSG00000109906:025	0	0	ZBTB16
ENSG00000110092:001	0	0	CCND1
ENSG00000110092:002	0	0	CCND1
ENSG00000110092:003	0	0	CCND1
ENSG00000110092:004	0	0	CCND1
ENSG00000110092:005	0	0	CCND1
ENSG00000110092:006	0	0	CCND1
ENSG00000110092:007	0	0	CCND1
ENSG00000110092:008	0	0	CCND1
ENSG00000110092:009	0	0	CCND1
ENSG00000110092:010	0	0	CCND1
ENSG00000110092:011	0	0	CCND1
ENSG00000110092:012	0	0	CCND1
ENSG00000110092:013	0	0	CCND1
ENSG00000110092:014	0	0	CCND1
ENSG00000110092:015	0	0	CCND1
ENSG00000110367:001	0	0	DDX6
ENSG00000110367:002	0	0	DDX6
ENSG00000110367:003	0	0	DDX6
ENSG00000110367:004	0	0	DDX6
ENSG00000110367:005	0	0	DDX6
ENSG00000110367:006	0	0	DDX6
ENSG00000110367:007	0	0	DDX6
ENSG00000110367:008	0	0	DDX6
ENSG00000110367:009	0	0	DDX6
ENSG00000110367:010	0	0	DDX6
ENSG00000110367:011	0	0	DDX6
ENSG00000110367:012	0	0	DDX6
ENSG00000110367:013	0	0	DDX6
ENSG00000110367:014	0	0	DDX6
ENSG00000110367:015	0	0	DDX6
ENSG00000110367:016	0	0	DDX6
ENSG00000110367:017	0	0	DDX6
ENSG00000110367:018	0	0	DDX6
ENSG00000110367:019	0	0	DDX6
ENSG00000110367:020	0	0	DDX6
ENSG00000110367:021	0	0	DDX6
ENSG00000110367:022	0	0	DDX6
ENSG00000110367:023	0	0	DDX6
ENSG00000110367:024	0	0	DDX6
ENSG00000110367:025	0	0	DDX6
ENSG00000110367:026	0	0	DDX6
ENSG00000110367:027	0	0	DDX6
ENSG00000110367:028	0	0	DDX6
ENSG00000110395:001	0	0	CBL
ENSG00000110395:002	0	0	CBL
ENSG00000110395:003	0	0	CBL
ENSG00000110395:004	0	0	CBL
ENSG00000110395:005	0	0	CBL
ENSG00000110395:006	0	0	CBL
ENSG00000110395:007	0	0	CBL
ENSG00000110395:008	0	0	CBL
ENSG00000110395:009	0	0	CBL
ENSG00000110395:010	0	0	CBL
ENSG00000110395:011	0	0	CBL
ENSG00000110395:012	0	0	CBL
ENSG00000110395:013	0	0	CBL
ENSG00000110395:014	0	0	CBL
ENSG00000110395:015	0	0	CBL
ENSG00000110395:016	0	0	CBL
ENSG00000110619:001	0	0	CARS
ENSG00000110619:002	0	0	CARS
ENSG00000110619:003	0	0	CARS
ENSG00000110619:004	0	0	CARS
ENSG00000110619:005	0	0	CARS
ENSG00000110619:006	0	0	CARS
ENSG00000110619:007	0	0	CARS
ENSG00000110619:008	0	0	CARS
ENSG00000110619:009	0	0	CARS
ENSG00000110619:010	0	0	CARS
ENSG00000110619:011	0	0	CARS
ENSG00000110619:012	0	0	CARS
ENSG00000110619:013	0	0	CARS
ENSG00000110619:014	0	0	CARS
ENSG00000110619:015	0	0	CARS
ENSG00000110619:016	0	0	CARS
ENSG00000110619:017	0	0	CARS
ENSG00000110619:018	0	0	CARS
ENSG00000110619:019	0	0	CARS
ENSG00000110619:020	0	0	CARS
ENSG00000110619:021	0	0	CARS
ENSG00000110619:022	0	0	CARS
ENSG00000110619:023	0	0	CARS
ENSG00000110619:024	0	0	CARS
ENSG00000110619:025	0	0	CARS
ENSG00000110619:026	0	0	CARS
ENSG00000110619:027	0	0	CARS
ENSG00000110619:028	0	0	CARS
ENSG00000110619:029	0	0	CARS
ENSG00000110619:030	0	0	CARS
ENSG00000110619:031	0	0	CARS
ENSG00000110619:032	0	0	CARS
ENSG00000110619:033	0	0	CARS
ENSG00000110619:034	0	0	CARS
ENSG00000110619:035	0	0	CARS
ENSG00000110619:036	0	0	CARS
ENSG00000110619:037	0	0	CARS
ENSG00000110619:038	0	0	CARS
ENSG00000110619:039	0	0	CARS
ENSG00000110619:040	0	0	CARS
ENSG00000110619:041	0	0	CARS
ENSG00000110619:042	0	0	CARS
ENSG00000110619:043	0	0	CARS
ENSG00000110619:044	0	0	CARS
ENSG00000110619:045	0	0	CARS
ENSG00000110619:046	0	0	CARS
ENSG00000110619:047	0	0	CARS
ENSG00000110619:048	0	0	CARS
ENSG00000110619:049	0	0	CARS
ENSG00000110619:050	0	0	CARS
ENSG00000110619:051	0	0	CARS
ENSG00000110619:052	0	0	CARS
ENSG00000110619:053	0	0	CARS
ENSG00000110619:054	0	0	CARS
ENSG00000110619:055	0	0	CARS
ENSG00000110619:056	0	0	CARS
ENSG00000110777:001	0	0	POU2AF1
ENSG00000110777:002	0	0	POU2AF1
ENSG00000110777:003	0	0	POU2AF1
ENSG00000110777:004	0	0	POU2AF1
ENSG00000110777:005	0	0	POU2AF1
ENSG00000110777:006	0	0	POU2AF1
ENSG00000110777:007	0	0	POU2AF1
ENSG00000110777:008	0	0	POU2AF1
ENSG00000110777:009	0	0	POU2AF1
ENSG00000110777:010	0	0	POU2AF1
ENSG00000110777:011	0	0	POU2AF1
ENSG00000110777:012	0	0	POU2AF1
ENSG00000110777:013	0	0	POU2AF1
ENSG00000110777:014	0	0	POU2AF1
ENSG00000110777:015	0	0	POU2AF1
ENSG00000110777:016	0	0	POU2AF1
ENSG00000110777:017	0	0	POU2AF1
ENSG00000110777:018	0	0	POU2AF1
ENSG00000110777:019	0	0	POU2AF1
ENSG00000110777:020	0	0	POU2AF1
ENSG00000110777:021	0	0	POU2AF1
ENSG00000110777:022	0	0	POU2AF1
ENSG00000110777:023	0	0	POU2AF1
ENSG00000110777:024	0	0	POU2AF1
ENSG00000110777:025	0	0	POU2AF1
ENSG00000110777:026	0	0	POU2AF1
ENSG00000110777:027	0	0	POU2AF1
ENSG00000110777:028	0	0	POU2AF1
ENSG00000110777:029	0	0	POU2AF1
ENSG00000110777:030	0	0	POU2AF1
ENSG00000110777:031	0	0	POU2AF1
ENSG00000110777:032	0	0	POU2AF1
ENSG00000110841:001	0	0	PPFIBP1
ENSG00000110841:002	0	0	PPFIBP1
ENSG00000110841:003	0	0	PPFIBP1
ENSG00000110841:004	0	0	PPFIBP1
ENSG00000110841:005	0	0	PPFIBP1
ENSG00000110841:006	0	0	PPFIBP1
ENSG00000110841:007	0	0	PPFIBP1
ENSG00000110841:008	0	0	PPFIBP1
ENSG00000110841:009	0	0	PPFIBP1
ENSG00000110841:010	0	0	PPFIBP1
ENSG00000110841:011	0	0	PPFIBP1
ENSG00000110841:012	0	0	PPFIBP1
ENSG00000110841:013	0	0	PPFIBP1
ENSG00000110841:014	0	0	PPFIBP1
ENSG00000110841:015	0	0	PPFIBP1
ENSG00000110841:016	0	0	PPFIBP1
ENSG00000110841:017	0	0	PPFIBP1
ENSG00000110841:018	0	0	PPFIBP1
ENSG00000110841:019	0	0	PPFIBP1
ENSG00000110841:020	0	0	PPFIBP1
ENSG00000110841:021	0	0	PPFIBP1
ENSG00000110841:022	0	0	PPFIBP1
ENSG00000110841:023	0	0	PPFIBP1
ENSG00000110841:024	0	0	PPFIBP1
ENSG00000110841:025	0	0	PPFIBP1
ENSG00000110841:026	0	0	PPFIBP1
ENSG00000110841:027	0	0	PPFIBP1
ENSG00000110841:028	0	0	PPFIBP1
ENSG00000110841:029	0	0	PPFIBP1
ENSG00000110841:030	0	0	PPFIBP1
ENSG00000110841:031	0	0	PPFIBP1
ENSG00000110841:032	0	0	PPFIBP1
ENSG00000110841:033	0	0	PPFIBP1
ENSG00000110841:034	0	0	PPFIBP1
ENSG00000110841:035	0	0	PPFIBP1
ENSG00000110841:036	0	0	PPFIBP1
ENSG00000110841:037	0	0	PPFIBP1
ENSG00000110841:038	0	0	PPFIBP1
ENSG00000110841:039	0	0	PPFIBP1
ENSG00000110841:040	0	0	PPFIBP1
ENSG00000110841:041	0	0	PPFIBP1
ENSG00000110841:042	0	0	PPFIBP1
ENSG00000110841:043	0	0	PPFIBP1
ENSG00000110841:044	0	0	PPFIBP1
ENSG00000110841:045	0	0	PPFIBP1
ENSG00000110841:046	0	0	PPFIBP1
ENSG00000110841:047	0	0	PPFIBP1
ENSG00000110841:048	0	0	PPFIBP1
ENSG00000110841:049	0	0	PPFIBP1
ENSG00000110841:050	0	0	PPFIBP1
ENSG00000110841:051	0	0	PPFIBP1
ENSG00000110841:052	0	0	PPFIBP1
ENSG00000110841:053	0	0	PPFIBP1
ENSG00000110841:054	0	0	PPFIBP1
ENSG00000110841:055	0	0	PPFIBP1
ENSG00000110841:056	0	0	PPFIBP1
ENSG00000110841:057	0	0	PPFIBP1
ENSG00000110841:058	0	0	PPFIBP1
ENSG00000110841:059	0	0	PPFIBP1
ENSG00000110841:060	0	0	PPFIBP1
ENSG00000110841:061	0	0	PPFIBP1
ENSG00000110841:062	0	0	PPFIBP1
ENSG00000110841:063	0	0	PPFIBP1
ENSG00000110987:001	0	0	BCL7A
ENSG00000110987:002	0	0	BCL7A
ENSG00000110987:003	0	0	BCL7A
ENSG00000110987:004	0	0	BCL7A
ENSG00000110987:005	0	0	BCL7A
ENSG00000110987:006	0	0	BCL7A
ENSG00000110987:007	0	0	BCL7A
ENSG00000110987:008	0	0	BCL7A
ENSG00000110987:009	0	0	BCL7A
ENSG00000110987:010	0	0	BCL7A
ENSG00000110987:011	0	0	BCL7A
ENSG00000111241:001	0	0	FGF6
ENSG00000111241:002	0	0	FGF6
ENSG00000111241:003	0	0	FGF6
ENSG00000111241:004	0	0	FGF6
ENSG00000111241:005	0	0	FGF6
ENSG00000111241:006	0	0	FGF6
ENSG00000111241:007	0	0	FGF6
ENSG00000111252:001	0	0	SH2B3
ENSG00000111252:002	0	0	SH2B3
ENSG00000111252:003	0	0	SH2B3
ENSG00000111252:004	0	0	SH2B3
ENSG00000111252:005	0	0	SH2B3
ENSG00000111252:006	0	0	SH2B3
ENSG00000111252:007	0	0	SH2B3
ENSG00000111252:008	0	0	SH2B3
ENSG00000111252:009	0	0	SH2B3
ENSG00000111252:010	0	0	SH2B3
ENSG00000111252:011	0	0	SH2B3
ENSG00000111252:012	0	0	SH2B3
ENSG00000111276:001	0	0	CDKN1B
ENSG00000111276:002	0	0	CDKN1B
ENSG00000111276:003	0	0	CDKN1B
ENSG00000111276:004	0	0	CDKN1B
ENSG00000111276:005	0	0	CDKN1B
ENSG00000111276:006	0	0	CDKN1B
ENSG00000111276:007	0	0	CDKN1B
ENSG00000111276:008	0	0	CDKN1B
ENSG00000111276:009	0	0	CDKN1B
ENSG00000111276:010	0	0	CDKN1B
ENSG00000111276:011	0	0	CDKN1B
ENSG00000111276:012	0	0	CDKN1B
ENSG00000111642:001	0	0	CHD4
ENSG00000111642:002	0	0	CHD4
ENSG00000111642:003	0	0	CHD4
ENSG00000111642:004	0	0	CHD4
ENSG00000111642:005	0	0	CHD4
ENSG00000111642:006	0	0	CHD4
ENSG00000111642:007	0	0	CHD4
ENSG00000111642:008	0	0	CHD4
ENSG00000111642:009	0	0	CHD4
ENSG00000111642:010	0	0	CHD4
ENSG00000111642:011	0	0	CHD4
ENSG00000111642:012	0	0	CHD4
ENSG00000111642:013	0	0	CHD4
ENSG00000111642:014	0	0	CHD4
ENSG00000111642:015	0	0	CHD4
ENSG00000111642:016	0	0	CHD4
ENSG00000111642:017	0	0	CHD4
ENSG00000111642:018	0	0	CHD4
ENSG00000111642:019	0	0	CHD4
ENSG00000111642:020	0	0	CHD4
ENSG00000111642:021	0	0	CHD4
ENSG00000111642:022	0	0	CHD4
ENSG00000111642:023	0	0	CHD4
ENSG00000111642:024	0	0	CHD4
ENSG00000111642:025	0	0	CHD4
ENSG00000111642:026	0	0	CHD4
ENSG00000111642:027	0	0	CHD4
ENSG00000111642:028	0	0	CHD4
ENSG00000111642:029	0	0	CHD4
ENSG00000111642:030	0	0	CHD4
ENSG00000111642:031	0	0	CHD4
ENSG00000111642:032	0	0	CHD4
ENSG00000111642:033	0	0	CHD4
ENSG00000111642:034	0	0	CHD4
ENSG00000111642:035	0	0	CHD4
ENSG00000111642:036	0	0	CHD4
ENSG00000111642:037	0	0	CHD4
ENSG00000111642:038	0	0	CHD4
ENSG00000111642:039	0	0	CHD4
ENSG00000111642:040	0	0	CHD4
ENSG00000111642:041	0	0	CHD4
ENSG00000111642:042	0	0	CHD4
ENSG00000111642:043	0	0	CHD4
ENSG00000111642:044	0	0	CHD4
ENSG00000111642:045	0	0	CHD4
ENSG00000111642:046	0	0	CHD4
ENSG00000111642:047	0	0	CHD4
ENSG00000111642:048	0	0	CHD4
ENSG00000111642:049	0	0	CHD4
ENSG00000111642:050	0	0	CHD4
ENSG00000111642:051	0	0	CHD4
ENSG00000111642:052	0	0	CHD4
ENSG00000111642:053	0	0	CHD4
ENSG00000111642:054	0	0	CHD4
ENSG00000111642:055	0	0	CHD4
ENSG00000111642:056	0	0	CHD4
ENSG00000111642:057	0	0	CHD4
ENSG00000111642:058	0	0	CHD4
ENSG00000111642:059	0	0	CHD4
ENSG00000111642:060	0	0	CHD4
ENSG00000111642:061	0	0	CHD4
ENSG00000111642:062	0	0	CHD4
ENSG00000111642:063	0	0	CHD4
ENSG00000111642:064	0	0	CHD4
ENSG00000111642:065	0	0	CHD4
ENSG00000111642:066	0	0	CHD4
ENSG00000111642:067	0	0	CHD4
ENSG00000111642:068	0	0	CHD4
ENSG00000111642:069	0	0	CHD4
ENSG00000111642:070	0	0	CHD4
ENSG00000111642:071	0	0	CHD4
ENSG00000111642:072	0	0	CHD4
ENSG00000111642:073	0	0	CHD4
ENSG00000111679:001	0	0	PTPN6
ENSG00000111679:002	0	0	PTPN6
ENSG00000111679:003	0	0	PTPN6
ENSG00000111679:004	0	0	PTPN6
ENSG00000111679:005	0	0	PTPN6
ENSG00000111679:006	0	0	PTPN6
ENSG00000111679:007	0	0	PTPN6
ENSG00000111679:008	0	0	PTPN6
ENSG00000111679:009	0	0	PTPN6
ENSG00000111679:010	0	0	PTPN6
ENSG00000111679:011	0	0	PTPN6
ENSG00000111679:012	0	0	PTPN6
ENSG00000111679:013	0	0	PTPN6
ENSG00000111679:014	0	0	PTPN6
ENSG00000111679:015	0	0	PTPN6
ENSG00000111679:016	0	0	PTPN6
ENSG00000111679:017	0	0	PTPN6
ENSG00000111679:018	0	0	PTPN6
ENSG00000111679:019	0	0	PTPN6
ENSG00000111679:020	0	0	PTPN6
ENSG00000111679:021	0	0	PTPN6
ENSG00000111679:022	0	0	PTPN6
ENSG00000111679:023	0	0	PTPN6
ENSG00000111679:024	0	0	PTPN6
ENSG00000111679:025	0	0	PTPN6
ENSG00000111679:026	0	0	PTPN6
ENSG00000111679:027	0	0	PTPN6
ENSG00000111679:028	0	0	PTPN6
ENSG00000111679:029	0	0	PTPN6
ENSG00000111679:030	0	0	PTPN6
ENSG00000111679:031	0	0	PTPN6
ENSG00000111679:032	0	0	PTPN6
ENSG00000111679:033	0	0	PTPN6
ENSG00000111679:034	0	0	PTPN6
ENSG00000111679:035	0	0	PTPN6
ENSG00000111679:036	0	0	PTPN6
ENSG00000111679:037	0	0	PTPN6
