Tile	Base	Mean	sample
1215	56-57	-0.0239373594032	brain100-1-1
1215	58-59	0.10814084468	brain100-1-1
1215	60-61	0.114021400445	brain100-1-1
1215	62-63	0.0272299069178	brain100-1-1
1215	64-65	0.0256892688098	brain100-1-1
1215	66-67	-0.0303082933582	brain100-1-1
1215	68-69	0.121006919724	brain100-1-1
1215	70-71	0.0863882354613	brain100-1-1
1215	72-73	-0.0979645939169	brain100-1-1
1215	74-75	-0.288626817402	brain100-1-1
1215	76-77	-0.00786564262599	brain100-1-1
1215	78-79	0.131107707964	brain100-1-1
1215	80-81	0.078949389303	brain100-1-1
1215	82-83	0.100560582748	brain100-1-1
1215	84-85	-0.0258485130898	brain100-1-1
1215	86-87	0.0178697030452	brain100-1-1
1215	88-89	-0.0138971487159	brain100-1-1
1215	90-91	0.0275804757209	brain100-1-1
1215	92-93	0.0829248363598	brain100-1-1
1215	94-95	0.191414303562	brain100-1-1
1215	96-97	0.140104710548	brain100-1-1
1215	98-99	-0.130308274881	brain100-1-1
1215	100	0.152648410001	brain100-1-1
1216	1	-0.0562156882658	brain100-1-1
1216	2	0.0205703124458	brain100-1-1
1216	3	0.0149923375564	brain100-1-1
1216	4	-0.474497946172	brain100-1-1
1216	5	0.0460249925621	brain100-1-1
1216	6	0.179605135015	brain100-1-1
1216	7	-0.225005594938	brain100-1-1
1216	8	-0.0549057180492	brain100-1-1
1216	9	-0.189757226141	brain100-1-1
1216	10-11	-0.0515108890911	brain100-1-1
1216	12-13	-0.160549857079	brain100-1-1
1216	14-15	-0.268054150741	brain100-1-1
1216	16-17	-0.00184527719484	brain100-1-1
1216	18-19	-0.224599831544	brain100-1-1
1216	20-21	-0.00393045696963	brain100-1-1
1216	22-23	-0.0612960638797	brain100-1-1
1216	24-25	-0.181998339022	brain100-1-1
1216	26-27	-0.274680063844	brain100-1-1
1216	28-29	-0.170222480962	brain100-1-1
1216	30-31	-0.130501845499	brain100-1-1
1216	32-33	-0.0959460737122	brain100-1-1
1216	34-35	-0.124978466683	brain100-1-1
1216	36-37	-0.0447121290736	brain100-1-1
1216	38-39	-0.226357326506	brain100-1-1
1216	40-41	-0.098679092878	brain100-1-1
1216	42-43	-0.20575087685	brain100-1-1
1216	44-45	-0.163541628262	brain100-1-1
1216	46-47	-0.19881999272	brain100-1-1
1216	48-49	-0.23478434765	brain100-1-1
1216	50-51	-0.024662023771	brain100-1-1
1216	52-53	-0.0318626927749	brain100-1-1
1216	54-55	0.0186057154288	brain100-1-1
1216	56-57	0.196860361394	brain100-1-1
1216	58-59	-0.114081377542	brain100-1-1
1216	60-61	-0.00136321493962	brain100-1-1
1216	62-63	0.0186828983707	brain100-1-1
1216	64-65	0.0556037987243	brain100-1-1
1216	66-67	-0.155664418714	brain100-1-1
1216	68-69	-0.287112738395	brain100-1-1
1216	70-71	-0.140463616391	brain100-1-1
1216	72-73	-0.218334964287	brain100-1-1
1216	74-75	-0.228441632217	brain100-1-1
1216	76-77	-0.20231008707	brain100-1-1
1216	78-79	-0.378334540609	brain100-1-1
1216	80-81	-0.261044755039	brain100-1-1
1216	82-83	-0.138322112657	brain100-1-1
1216	84-85	-0.0358385230798	brain100-1-1
1216	86-87	-0.20486589469	brain100-1-1
1216	88-89	-0.157944767764	brain100-1-1
1216	90-91	-0.140742505646	brain100-1-1
1216	92-93	-0.151056857004	brain100-1-1
1216	94-95	-0.304962508032	brain100-1-1
1216	96-97	-0.0568649864217	brain100-1-1
1216	98-99	0.041026925866	brain100-1-1
1216	100	-0.0378277804754	brain100-1-1
2101	1	0.193784311734	brain100-1-1
2101	2	0.260570312446	brain100-1-1
2101	3	0.254992337556	brain100-1-1
2101	4	0.217809746136	brain100-1-1
2101	5	-0.268660322123	brain100-1-1
2101	6	0.0129384683479	brain100-1-1
2101	7	-0.780561150494	brain100-1-1
2101	8	-0.0145016776452	brain100-1-1
2101	9	0.0139464775624	brain100-1-1
2101	10-11	0.088349250769	brain100-1-1
2101	12-13	0.00611680958729	brain100-1-1
2101	14-15	0.176390293703	brain100-1-1
2101	16-17	-0.230477755827	brain100-1-1
2101	18-19	-0.567192424137	brain100-1-1
2101	20-21	-0.235411938451	brain100-1-1
2101	22-23	-0.427133929718	brain100-1-1
2101	24-25	0.0808221737983	brain100-1-1
2101	26-27	0.1697643806	brain100-1-1
2101	28-29	0.118127687388	brain100-1-1
2101	30-31	-0.213835178833	brain100-1-1
2101	32-33	-0.163286141052	brain100-1-1
2101	34-35	-0.12070496241	brain100-1-1
2101	36-37	0.00423891987746	brain100-1-1
2101	38-39	-0.5632519134	brain100-1-1
2101	40-41	0.106708112509	brain100-1-1
2101	42-43	0.110747439648	brain100-1-1
2101	44-45	0.206828742108	brain100-1-1
2101	46-47	0.120527326627	brain100-1-1
2101	48-49	0.126326763461	brain100-1-1
2101	50-51	0.0368194577105	brain100-1-1
2101	52-53	-0.0586692195815	brain100-1-1
2101	54-55	-0.20575325893	brain100-1-1
2101	56-57	0.0535037180378	brain100-1-1
2101	58-59	0.128342864882	brain100-1-1
2101	60-61	-0.214261427838	brain100-1-1
2101	62-63	0.0676339473218	brain100-1-1
2101	64-65	0.164578157699	brain100-1-1
2101	66-67	-0.104382367432	brain100-1-1
2101	68-69	-0.351215302498	brain100-1-1
2101	70-71	-0.682130283057	brain100-1-1
2101	72-73	0.10742261147	brain100-1-1
2101	74-75	0.138982610207	brain100-1-1
2101	76-77	-0.0432191779795	brain100-1-1
2101	78-79	-0.189599362743	brain100-1-1
2101	80-81	-0.409266098913	brain100-1-1
2101	82-83	-0.647017764831	brain100-1-1
2101	84-85	-1.2111631984	brain100-1-1
2101	86-87	-0.120883210708	brain100-1-1
2101	88-89	-0.376775936595	brain100-1-1
2101	90-91	-0.0883615532646	brain100-1-1
2101	92-93	-0.187606564606	brain100-1-1
2101	94-95	-0.73274028581	brain100-1-1
2101	96-97	-0.923531653088	brain100-1-1
2101	98-99	-0.426946930343	brain100-1-1
2101	100	0.00979126714368	brain100-1-1
2102	1	-0.028437910488	brain100-1-1
2102	2	0.260570312446	brain100-1-1
2102	3	0.254992337556	brain100-1-1
2102	4	-0.0044124760861	brain100-1-1
2102	5	0.276794223331	brain100-1-1
2102	6	0.105531060941	brain100-1-1
2102	7	0.219438849506	brain100-1-1
2102	8	0.167316504173	brain100-1-1
2102	9	0.106539070155	brain100-1-1
2102	10-11	0.105184267604	brain100-1-1
2102	12-13	0.135746439217	brain100-1-1
2102	14-15	0.176390293703	brain100-1-1
2102	16-17	0.186188910839	brain100-1-1
2102	18-19	0.108733501789	brain100-1-1
2102	20-21	0.144217691179	brain100-1-1
2102	22-23	0.163775161191	brain100-1-1
2102	24-25	0.0530443960205	brain100-1-1
2102	26-27	0.132727343563	brain100-1-1
2102	28-29	0.134962704223	brain100-1-1
2102	30-31	0.12875741376	brain100-1-1
2102	32-33	0.12627614851	brain100-1-1
2102	34-35	-0.00959385129884	brain100-1-1
2102	36-37	0.0749459905845	brain100-1-1
2102	38-39	0.0756369754885	brain100-1-1
2102	40-41	0.0865060923072	brain100-1-1
2102	42-43	0.016471345372	brain100-1-1
2102	44-45	0.169791705071	brain100-1-1
2102	46-47	0.100325306425	brain100-1-1
2102	48-49	0.172623059757	brain100-1-1
2102	50-51	0.129412050303	brain100-1-1
2102	52-53	0.0507583898462	brain100-1-1
2102	54-55	0.0998022966254	brain100-1-1
2102	56-57	0.0871737517079	brain100-1-1
2102	58-59	0.0340667706064	brain100-1-1
2102	60-61	0.188095474519	brain100-1-1
2102	62-63	0.101303980992	brain100-1-1
2102	64-65	-0.0526583095378	brain100-1-1
2102	66-67	-0.0303082933582	brain100-1-1
2102	68-69	0.121006919724	brain100-1-1
2102	70-71	-0.135833986761	brain100-1-1
2102	72-73	-0.0238905198428	brain100-1-1
2102	74-75	0.0817435529684	brain100-1-1
2102	76-77	0.134356579596	brain100-1-1
2102	78-79	-0.00278118092486	brain100-1-1
2102	80-81	0.102097537451	brain100-1-1
2102	82-83	0.0410257134302	brain100-1-1
2102	84-85	0.112947473532	brain100-1-1
2102	86-87	0.0344527576717	brain100-1-1
2102	88-89	0.0168999527334	brain100-1-1
2102	90-91	0.0236279065509	brain100-1-1
2102	92-93	0.0295651525654	brain100-1-1
2102	94-95	0.0510980980287	brain100-1-1
2102	96-97	0.0491956196389	brain100-1-1
2102	98-99	-0.0238656978501	brain100-1-1
2102	100	0.162172219525	brain100-1-1
2103	1	-0.512098041207	brain100-1-1
2103	2	-0.445312040495	brain100-1-1
2103	3	0.254992337556	brain100-1-1
2103	4	-0.115523587197	brain100-1-1
2103	5	-0.056539110002	brain100-1-1
2103	6	-0.153728198319	brain100-1-1
2103	7	0.108327738395	brain100-1-1
2103	8	-0.16601682916	brain100-1-1
2103	9	-0.0416090779931	brain100-1-1
2103	10-11	0.0125916750115	brain100-1-1
2103	12-13	0.0616723651429	brain100-1-1
2103	14-15	0.0652791825919	brain100-1-1
2103	16-17	-0.0360333113829	brain100-1-1
2103	18-19	-0.0394146463591	brain100-1-1
2103	20-21	-0.207634160673	brain100-1-1
2103	22-23	-0.225113727697	brain100-1-1
2103	24-25	-0.113622270646	brain100-1-1
2103	26-27	0.114208825045	brain100-1-1
2103	28-29	-0.0131854439248	brain100-1-1
2103	30-31	-0.0193907343882	brain100-1-1
2103	32-33	0.200350222584	brain100-1-1
2103	34-35	-0.00959385129884	brain100-1-1
2103	36-37	0.019390435029	brain100-1-1
2103	38-39	-0.0910296911782	brain100-1-1
2103	40-41	-0.024605018804	brain100-1-1
2103	42-43	0.0872774455898	brain100-1-1
2103	44-45	-0.182060146781	brain100-1-1
2103	46-47	-0.0107858046858	brain100-1-1
2103	48-49	-0.0681176809835	brain100-1-1
2103	50-51	-0.0742916534007	brain100-1-1
2103	52-53	-0.134426795339	brain100-1-1
2103	54-55	-0.0113088144857	brain100-1-1
2103	56-57	0.0130996776338	brain100-1-1
2103	58-59	-0.133689220679	brain100-1-1
2103	60-61	-0.190308664914	brain100-1-1
2103	62-63	-0.0446655179188	brain100-1-1
2103	64-65	0.0714409027967	brain100-1-1
2103	66-67	-0.0651666811578	brain100-1-1
2103	68-69	-0.0619996162234	brain100-1-1
2103	70-71	-0.353698910508	brain100-1-1
2103	72-73	-0.314168297621	brain100-1-1
2103	74-75	-0.487020063589	brain100-1-1
2103	76-77	-0.373878714521	brain100-1-1
2103	78-79	0.124571760252	brain100-1-1
2103	80-81	0.109450478628	brain100-1-1
2103	82-83	0.076511646934	brain100-1-1
2103	84-85	0.00441166790567	brain100-1-1
2103	86-87	-0.00648927131381	brain100-1-1
2103	88-89	-0.422230482049	brain100-1-1
2103	90-91	-0.021694886598	brain100-1-1
2103	92-93	-0.209828786829	brain100-1-1
2103	94-95	-0.121629174699	brain100-1-1
2103	96-97	-0.123531653088	brain100-1-1
2103	98-99	-0.141232644629	brain100-1-1
2103	100	-0.249948992597	brain100-1-1
2104	1	0.193784311734	brain100-1-1
2104	2	-0.406096354221	brain100-1-1
2104	3	-0.0783409957769	brain100-1-1
2104	4	-0.115523587197	brain100-1-1
2104	5	-0.056539110002	brain100-1-1
2104	6	-0.0426170872076	brain100-1-1
2104	7	0.108327738395	brain100-1-1
2104	8	0.167316504173	brain100-1-1
2104	9	0.180613144229	brain100-1-1
2104	10-11	0.179258341678	brain100-1-1
2104	12-13	0.0616723651429	brain100-1-1
2104	14-15	0.0652791825919	brain100-1-1
2104	16-17	0.0195222441727	brain100-1-1
2104	18-19	0.0161409091964	brain100-1-1
2104	20-21	-0.0409674940067	brain100-1-1
2104	22-23	0.108219605636	brain100-1-1
2104	24-25	0.0530443960205	brain100-1-1
2104	26-27	-0.0524578416218	brain100-1-1
2104	28-29	-0.0131854439248	brain100-1-1
2104	30-31	0.0917203767229	brain100-1-1
2104	32-33	0.200350222584	brain100-1-1
2104	34-35	0.157072815368	brain100-1-1
2104	36-37	0.13050154614	brain100-1-1
2104	38-39	0.131192531044	brain100-1-1
2104	40-41	0.142061647863	brain100-1-1
2104	42-43	-0.0761212472206	brain100-1-1
2104	44-45	0.0401620754417	brain100-1-1
2104	46-47	0.0447697508697	brain100-1-1
2104	48-49	0.0429934301276	brain100-1-1
2104	50-51	0.147930568822	brain100-1-1
2104	52-53	0.198906537994	brain100-1-1
2104	54-55	0.093266348913	brain100-1-1
2104	56-57	0.172821899856	brain100-1-1
2104	58-59	0.219251955792	brain100-1-1
2104	60-61	0.100132511556	brain100-1-1
2104	62-63	0.24945212914	brain100-1-1
2104	64-65	0.118744824365	brain100-1-1
2104	66-67	0.162284299234	brain100-1-1
2104	68-69	0.107118030835	brain100-1-1
2104	70-71	0.234536383609	brain100-1-1
2104	72-73	0.198331702379	brain100-1-1
2104	74-75	0.229891701117	brain100-1-1
2104	76-77	0.151856579596	brain100-1-1
2104	78-79	0.242218819075	brain100-1-1
2104	80-81	0.102097537451	brain100-1-1
2104	82-83	0.127982235169	brain100-1-1
2104	84-85	0.055882256141	brain100-1-1
2104	86-87	0.18934406202	brain100-1-1
2104	88-89	0.144436184617	brain100-1-1
2104	90-91	0.178305113402	brain100-1-1
2104	92-93	0.190171213171	brain100-1-1
2104	94-95	0.0117041586347	brain100-1-1
2104	96-97	0.109801680245	brain100-1-1
2104	98-99	0.173053069657	brain100-1-1
2104	100	0.295505552858	brain100-1-1
2105	1	0.193784311734	brain100-1-1
2105	2	-0.445312040495	brain100-1-1
2105	3	0.254992337556	brain100-1-1
2105	4	0.217809746136	brain100-1-1
2105	5	0.276794223331	brain100-1-1
2105	6	-0.173336041456	brain100-1-1
2105	7	-0.0158552681407	brain100-1-1
2105	8	0.167316504173	brain100-1-1
2105	9	0.180613144229	brain100-1-1
2105	10-11	-0.0560357759689	brain100-1-1
2105	12-13	0.172783476254	brain100-1-1
2105	14-15	0.117566764291	brain100-1-1
2105	16-17	0.186188910839	brain100-1-1
2105	18-19	0.0063369876278	brain100-1-1
2105	20-21	0.122431198804	brain100-1-1
2105	22-23	-0.0126954270438	brain100-1-1
2105	24-25	0.10533197772	brain100-1-1
2105	26-27	0.1697643806	brain100-1-1
2105	28-29	0.209036778297	brain100-1-1
2105	30-31	0.144007958422	brain100-1-1
2105	32-33	0.0238796343488	brain100-1-1
2105	34-35	0.153804841512	brain100-1-1
2105	36-37	0.127233572284	brain100-1-1
2105	38-39	0.127924557188	brain100-1-1
2105	40-41	0.0799701445947	brain100-1-1
2105	42-43	0.142833001145	brain100-1-1
2105	44-45	0.0891816832848	brain100-1-1
2105	46-47	0.211436417536	brain100-1-1
2105	48-49	0.0920130379708	brain100-1-1
2105	50-51	0.0858390655536	brain100-1-1
2105	52-53	0.022435949759	brain100-1-1
2105	54-55	0.0344428195012	brain100-1-1
2105	56-57	0.117674841032	brain100-1-1
2105	58-59	-0.0160421618555	brain100-1-1
2105	60-61	-0.138838076679	brain100-1-1
2105	62-63	-0.06304787086	brain100-1-1
2105	64-65	0.122911491032	brain100-1-1
2105	66-67	0.103950965901	brain100-1-1
2105	68-69	-0.0178819691645	brain100-1-1
2105	70-71	-0.0779636163905	brain100-1-1
2105	72-73	-0.114168297621	brain100-1-1
2105	74-75	-0.0201082988834	brain100-1-1
2105	76-77	0.151856579596	brain100-1-1
2105	78-79	0.0547188190751	brain100-1-1
2105	80-81	0.0395975374511	brain100-1-1
2105	82-83	-0.147017764831	brain100-1-1
2105	84-85	0.243382256141	brain100-1-1
2105	86-87	-0.0862511760757	brain100-1-1
2105	88-89	-0.0793733391921	brain100-1-1
2105	90-91	0.0251915602885	brain100-1-1
2105	92-93	0.0425521655524	brain100-1-1
2105	94-95	-0.221629174699	brain100-1-1
2105	96-97	-0.294960224517	brain100-1-1
2105	98-99	0.0961299927338	brain100-1-1
2105	100	0.295505552858	brain100-1-1
2106	1	-0.0919299739801	brain100-1-1
2106	2	-0.0121569602814	brain100-1-1
2106	3	0.254992337556	brain100-1-1
2106	4	0.217809746136	brain100-1-1
2106	5	0.00406695060402	brain100-1-1
2106	6	0.179605135015	brain100-1-1
2106	7	0.128529758597	brain100-1-1
2106	8	0.0764074132639	brain100-1-1
2106	9	-0.00120503758909	brain100-1-1
2106	10-11	0.133803796224	brain100-1-1
2106	12-13	0.0818743853449	brain100-1-1
2106	14-15	0.176390293703	brain100-1-1
2106	16-17	0.0498252744757	brain100-1-1
2106	18-19	0.0464439394995	brain100-1-1
2106	20-21	-0.000563453602622	brain100-1-1
2106	22-23	0.118320615737	brain100-1-1
2106	24-25	0.118700961677	brain100-1-1
2106	26-27	0.0788552896913	brain100-1-1
2106	28-29	0.0726731419338	brain100-1-1
2106	30-31	-0.0244412394387	brain100-1-1
2106	32-33	-0.0723770501432	brain100-1-1
2106	34-35	-0.0600989018039	brain100-1-1
2106	36-37	0.049693465332	brain100-1-1
2106	38-39	0.00492990478144	brain100-1-1
2106	40-41	-0.302382796582	brain100-1-1
2106	42-43	0.0652928941935	brain100-1-1
2106	44-45	0.115919651199	brain100-1-1
2106	46-47	0.120527326627	brain100-1-1
2106	48-49	0.118751005885	brain100-1-1
2106	50-51	0.203486124377	brain100-1-1
2106	52-53	0.0625429016307	brain100-1-1
2106	54-55	0.0745497713729	brain100-1-1
2106	56-57	-0.0828599183258	brain100-1-1
2106	58-59	-0.00802077148118	brain100-1-1
2106	60-61	0.179677966102	brain100-1-1
2106	62-63	0.113088492776	brain100-1-1
2106	64-65	0.111547854668	brain100-1-1
2106	66-67	0.0471327840828	brain100-1-1
2106	68-69	0.0957543944718	brain100-1-1
2106	70-71	-0.129099980027	brain100-1-1
2106	72-73	0.0165135205612	brain100-1-1
2106	74-75	0.138982610207	brain100-1-1
2106	76-77	0.123447488687	brain100-1-1
2106	78-79	0.060400637257	brain100-1-1
2106	80-81	0.0907339010875	brain100-1-1
2106	82-83	0.116618598806	brain100-1-1
2106	84-85	0.107018619777	brain100-1-1
2106	86-87	-0.0663377561623	brain100-1-1
2106	88-89	0.050496790678	brain100-1-1
2106	90-91	-0.0277554926586	brain100-1-1
2106	92-93	0.211383334384	brain100-1-1
2106	94-95	0.135513682444	brain100-1-1
2106	96-97	0.226468346912	brain100-1-1
2106	98-99	0.167497514101	brain100-1-1
2106	100	0.141659399012	brain100-1-1
2107	1	0.193784311734	brain100-1-1
2107	2	0.260570312446	brain100-1-1
2107	3	0.254992337556	brain100-1-1
2107	4	0.217809746136	brain100-1-1
2107	5	0.276794223331	brain100-1-1
2107	6	0.110639617773	brain100-1-1
2107	7	0.150473332265	brain100-1-1
2107	8	0.167316504173	brain100-1-1
2107	9	0.180613144229	brain100-1-1
2107	10-11	0.0758100658161	brain100-1-1
2107	12-13	0.103817959013	brain100-1-1
2107	14-15	0.072942017841	brain100-1-1
2107	16-17	0.0827406349773	brain100-1-1
2107	18-19	0.113842058622	brain100-1-1
2107	20-21	0.146771969595	brain100-1-1
2107	22-23	0.0603268853294	brain100-1-1
2107	24-25	0.0607072312695	brain100-1-1
2107	26-27	0.100798863359	brain100-1-1
2107	28-29	0.0711057438147	brain100-1-1
2107	30-31	0.168348729213	brain100-1-1
2107	32-33	0.131384705343	brain100-1-1
2107	34-35	0.143662853682	brain100-1-1
2107	36-37	0.186057101696	brain100-1-1
2107	38-39	0.152265327979	brain100-1-1
2107	40-41	0.128651686177	brain100-1-1
2107	42-43	0.132691013316	brain100-1-1
2107	44-45	0.103380466246	brain100-1-1
2107	46-47	0.107988141674	brain100-1-1
2107	48-49	0.175177338174	brain100-1-1
2107	50-51	0.203486124377	brain100-1-1
2107	52-53	0.0609755035115	brain100-1-1
2107	54-55	0.176430649116	brain100-1-1
2107	56-57	0.166356382615	brain100-1-1
2107	58-59	0.115803679929	brain100-1-1
2107	60-61	0.121684235694	brain100-1-1
2107	62-63	0.0425555774158	brain100-1-1
2107	64-65	0.109980456549	brain100-1-1
2107	66-67	0.125502690039	brain100-1-1
2107	68-69	-0.0437440381301	brain100-1-1
2107	70-71	0.0276398318853	brain100-1-1
2107	72-73	0.163848943759	brain100-1-1
2107	74-75	0.126443425255	brain100-1-1
2107	76-77	0.110908303734	brain100-1-1
2107	78-79	-0.0336432498904	brain100-1-1
2107	80-81	0.227097537451	brain100-1-1
2107	82-83	0.144516626704	brain100-1-1
2107	84-85	0.127997640756	brain100-1-1
2107	86-87	0.0979979081734	brain100-1-1
2107	88-89	0.0823849025661	brain100-1-1
2107	90-91	0.0449717800687	brain100-1-1
2107	92-93	0.0518378798381	brain100-1-1
2107	94-95	0.236704158635	brain100-1-1
2107	96-97	0.109801680245	brain100-1-1
2107	98-99	0.162934022038	brain100-1-1
2107	100	0.295505552858	brain100-1-1
2108	1	-0.234787116837	brain100-1-1
2108	2	-0.168001116126	brain100-1-1
2108	3	-0.387864805301	brain100-1-1
2108	4	0.00352403185041	brain100-1-1
2108	5	-0.167650221113	brain100-1-1
2108	6	-0.116691161282	brain100-1-1
2108	7	-0.225005594938	brain100-1-1
2108	8	-0.68982635297	brain100-1-1
2108	9	-0.247958284342	brain100-1-1
2108	10-11	-0.14217022975	brain100-1-1
2108	12-13	-0.077216523746	brain100-1-1
2108	14-15	-0.18075256344	brain100-1-1
2108	16-17	-0.0638110891607	brain100-1-1
2108	18-19	-0.216663323608	brain100-1-1
2108	20-21	-0.104459557499	brain100-1-1
2108	22-23	0.0209180183343	brain100-1-1
2108	24-25	-0.0501302071541	brain100-1-1
2108	26-27	-0.187378476542	brain100-1-1
2108	28-29	-0.120328301068	brain100-1-1
2108	30-31	-0.154311369309	brain100-1-1
2108	32-33	0.0547458269797	brain100-1-1
2108	34-35	-0.12070496241	brain100-1-1
2108	36-37	-0.289217623579	brain100-1-1
2108	38-39	-0.348966199115	brain100-1-1
2108	40-41	-0.230954225153	brain100-1-1
2108	42-43	-0.334057755157	brain100-1-1
2108	44-45	-0.150314115034	brain100-1-1
2108	46-47	-0.0385635824636	brain100-1-1
2108	48-49	-0.00859387145967	brain100-1-1
2108	50-51	-0.0928101719192	brain100-1-1
2108	52-53	-0.0233156842279	brain100-1-1
2108	54-55	-0.0483458515227	brain100-1-1
2108	56-57	-0.0980114334773	brain100-1-1
2108	58-59	-0.114081377542	brain100-1-1
2108	60-61	-0.189397402974	brain100-1-1
2108	62-63	-0.232029352342	brain100-1-1
2108	64-65	-0.122458879338	brain100-1-1
2108	66-67	-0.263926526976	brain100-1-1
2108	68-69	-0.0417281230107	brain100-1-1
2108	70-71	-0.140107491034	brain100-1-1
2108	72-73	-0.209075705028	brain100-1-1
2108	74-75	-0.22167525045	brain100-1-1
2108	76-77	-0.163136297897	brain100-1-1
2108	78-79	-0.363194286338	brain100-1-1
2108	80-81	-0.388287077933	brain100-1-1
2108	82-83	-0.214710072523	brain100-1-1
2108	84-85	-0.448925436167	brain100-1-1
2108	86-87	-0.100463630288	brain100-1-1
2108	88-89	-0.276717661536	brain100-1-1
2108	90-91	-0.435028219931	brain100-1-1
2108	92-93	-0.368162120162	brain100-1-1
2108	94-95	-0.373803087742	brain100-1-1
2108	96-97	-0.0796393135439	brain100-1-1
2108	98-99	-0.226946930343	brain100-1-1
2108	100	0.295505552858	brain100-1-1
2109	1	-0.35167023372	brain100-1-1
2109	2	-0.261168817989	brain100-1-1
2109	3	-0.290462207898	brain100-1-1
2109	4	-0.564798949516	brain100-1-1
2109	5	0.0159246581139	brain100-1-1
2109	6	-0.168220951942	brain100-1-1
2109	7	-0.215343759189	brain100-1-1
2109	8	-0.180509582784	brain100-1-1
2109	9	-0.428082507945	brain100-1-1
2109	10-11	-0.275287112867	brain100-1-1
2109	12-13	-0.372671069201	brain100-1-1
2109	14-15	-0.56274014108	brain100-1-1
2109	16-17	-0.422506741335	brain100-1-1
2109	18-19	-0.338931554572	brain100-1-1
2109	20-21	-0.26538558799	brain100-1-1
2109	22-23	-0.344882847467	brain100-1-1
2109	24-25	-0.63031089603	brain100-1-1
2109	26-27	-0.42443851795	brain100-1-1
2109	28-29	-0.394859325599	brain100-1-1
2109	30-31	-0.86238590347	brain100-1-1
2109	32-33	-0.234432386112	brain100-1-1
2109	34-35	-0.00476293342444	brain100-1-1
2109	36-37	-0.161768985261	brain100-1-1
2109	38-39	-0.595860609053	brain100-1-1
2109	40-41	-0.584991492234	brain100-1-1
2109	42-43	-0.252888923988	brain100-1-1
2109	44-45	-0.358388649196	brain100-1-1
2109	46-47	-0.583029985626	brain100-1-1
2109	48-49	-0.35555729451	brain100-1-1
2109	50-51	-0.332086998153	brain100-1-1
2109	52-53	-0.583702157658	brain100-1-1
2109	54-55	-0.516359319536	brain100-1-1
2109	56-57	-0.764678100144	brain100-1-1
2109	58-59	-0.448732233932	brain100-1-1
2109	60-61	-0.340084879748	brain100-1-1
2109	62-63	-0.228808740425	brain100-1-1
2109	64-65	-0.273827639403	brain100-1-1
2109	66-67	-0.205831642795	brain100-1-1
2109	68-69	-0.507012403947	brain100-1-1
2109	70-71	-0.330681007695	brain100-1-1
2109	72-73	-0.248308613826	brain100-1-1
2109	74-75	-0.0991126278878	brain100-1-1
2109	76-77	-0.357071991832	brain100-1-1
2109	78-79	-0.296628298719	brain100-1-1
2109	80-81	-0.193955094128	brain100-1-1
2109	82-83	-0.347017764831	brain100-1-1
2109	84-85	-0.206617743859	brain100-1-1
2109	86-87	-0.14815593798	brain100-1-1
2109	88-89	-0.222230482049	brain100-1-1
2109	90-91	-0.0050282199313	brain100-1-1
2109	92-93	-0.153688435951	brain100-1-1
2109	94-95	-0.353208122067	brain100-1-1
2109	96-97	-0.667976097533	brain100-1-1
2109	98-99	-0.0445939891667	brain100-1-1
2109	100	-0.537827780475	brain100-1-1
2110	1	0.193784311734	brain100-1-1
2110	2	0.260570312446	brain100-1-1
2110	3	-0.0307219481579	brain100-1-1
2110	4	0.217809746136	brain100-1-1
2110	5	-0.541387594851	brain100-1-1
2110	6	-0.00221304680357	brain100-1-1
2110	7	0.0376206676882	brain100-1-1
2110	8	0.0764074132639	brain100-1-1
2110	9	-0.00120503758909	brain100-1-1
2110	10-11	-0.00255984014006	brain100-1-1
2110	12-13	-0.0111992077287	brain100-1-1
2110	14-15	-0.141791524479	brain100-1-1
2110	16-17	0.00437072902116	brain100-1-1
2110	18-19	0.0464439394995	brain100-1-1
2110	20-21	0.0448910918519	brain100-1-1
2110	22-23	-0.0180430206267	brain100-1-1
2110	24-25	0.027791870768	brain100-1-1
2110	26-27	0.0788552896913	brain100-1-1
2110	28-29	0.0726731419338	brain100-1-1
2110	30-31	-0.0698957848933	brain100-1-1
2110	32-33	0.0185320407659	brain100-1-1
2110	34-35	0.0308101891052	brain100-1-1
2110	36-37	-0.0412156255771	brain100-1-1
2110	38-39	0.0958389956905	brain100-1-1
2110	40-41	-0.0296555238545	brain100-1-1
2110	42-43	-0.0256161967156	brain100-1-1
2110	44-45	-0.111353076073	brain100-1-1
2110	46-47	-0.197654491555	brain100-1-1
2110	48-49	0.0278419149761	brain100-1-1
2110	50-51	-0.0692411483502	brain100-1-1
2110	52-53	0.0170883561761	brain100-1-1
2110	54-55	-0.1527229559	brain100-1-1
2110	56-57	0.0535037180378	brain100-1-1
2110	58-59	-0.144384407845	brain100-1-1
2110	60-61	0.179677966102	brain100-1-1
2110	62-63	-0.0687296890418	brain100-1-1
2110	64-65	0.111547854668	brain100-1-1
2110	66-67	0.0860938230439	brain100-1-1
2110	68-69	-0.0535962548788	brain100-1-1
2110	70-71	-0.0987969497239	brain100-1-1
2110	72-73	-0.135001630954	brain100-1-1
2110	74-75	0.134653605878	brain100-1-1
2110	76-77	-0.166595801356	brain100-1-1
2110	78-79	-0.0585330606241	brain100-1-1
2110	80-81	-0.111248327211	brain100-1-1
2110	82-83	-0.318446336259	brain100-1-1
2110	84-85	0.143382256141	brain100-1-1
2110	86-87	0.00184406201952	brain100-1-1
2110	88-89	-0.0222304820493	brain100-1-1
